Docket_Number,Case_Name,Intervenors_and_Counsel,SCC_Registry_URL
35548,Canada (Attorney General) v. Barnaby,No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/15384/index.do
35527,Caplin v. Canada (Justice),No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/15385/index.do
36059,R. v. Smith,"[Intervener] Santé Cannabis -> Julius H. Grey, Geneviève Grey
[Intervener] Criminal Lawyers' Association (Ontario) -> Nader R. Hasan, Gerald Chan
[Intervener] Canadian Civil Liberties Association -> Andrew K. Lokan, Debra McKenna
[Intervener] British Columbia Civil Liberties Association -> Jason B. Gratl
[Intervener] Canadian AIDS Society, Canadian HIV/AIDS Legal Network and HIV & AIDS Legal Clinic Ontario -> Paul K. Burstein, Ryan Peck, Richard Elliott",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/15403/index.do
35626,R. v. St-Cloud,"[Intervener] Attorney General of Ontario -> Robert E. Gattrell, Avene Derwa
[Intervener] Criminal Lawyers' Association (Ontario) -> John Norris, Christine Mainville
[Intervener] Canadian Civil Liberties Association -> Anil K. Kapoor, Lindsay Daviau",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/15358/index.do
35808,Strickland v. Canada (Attorney General),No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/15438/index.do
35625,Quebec (Commission des droits de la personne et des droits de la jeunesse) v. Bombardier Inc. (Bombardier Aerospace Training Center),"[Intervener] Canadian Civil Liberties Association -> Andrew K. Lokan, Jean-Claude Killey
[Intervener] Canadian Human Rights Commission -> Philippe Dufresne, Sheila Osborne-Brown
[Intervener] Center for Research-Action on Race Relations -> Aymar Missakila, Selwyn Pieters
[Intervener] National Council of Canadian Muslims -> Faisal Bhabha, Khalid M. Elgazzar, Faisal Mirza
[Intervener] Canadian Muslim Lawyers Association -> Faisal Bhabha, Khalid M. Elgazzar, Faisal Mirza
[Intervener] South Asian Legal Clinic of Ontario -> Ranjan K. Agarwal, Preet K. Bell",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/15471/index.do
35423,Saskatchewan Federation of Labour v. Saskatchewan,"[Intervener] Attorney General of Canada -> Mark R. Kindrachuk, Q.C., Sean Gaudet
[Intervener] Attorney General of Ontario -> Robert Earl Charney, Sarah Wright
[Intervener] Attorney General of Quebec -> Caroline Renaud, Amélie Pelletier Desrosiers
[Intervener] Attorney General of British Columbia -> Karen A. Horsman, Keith Evans
[Intervener] Attorney General of Alberta -> Roderick Wiltshire
[Intervener] Attorney General of Newfoundland and Labrador -> Chantelle MacDonald Newhook
[Intervener] Saskatchewan Union of Nurses -> Gary Bainbridge, Marcus R. Davies
[Intervener] SEIU-West -> Drew S. Plaxton, Heather M. Jensen
[Intervener] United Nurses of Alberta -> Ritu Khullar, Vanessa Cosco, Chivers Carpenter
[Intervener] Alberta Federation of Labour -> Ritu Khullar
[Intervener] Professional Institute of the Public Service of Canada -> Peter C. Engelmann
[Intervener] Canadian Constitution Foundation -> Neil Finkelstein, Darryl Cruz, Brandon Kain, Ronald Podolny, Sunil Kapur
[Intervener] Air Canada Pilots' Association -> Steve Waller, Christopher Rootham
[Intervener] British Columbia Civil Liberties Association -> Lindsay M. Lyster, Jessica L. Derynck
[Intervener] Conseil du patronat du Québec -> Louise Laplante, Nancy Ménard-Cheng, Sébastien Beauregard
[Intervener] Canadian Employers Council -> John D. R. Craig, Christopher D. Pigott",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/14610/index.do
35971,R. v. Simpson,[Intervener] City of Montreal -> Éric Couture,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/15477/index.do
35519,Guindon v. Canada,"[Intervener] Attorney General of Ontario -> Zachary Green
[Intervener] Attorney General of Quebec -> Abdou Thiaw, Sylvain Leboeuf
[Intervener] Chartered Professional Accountants Canada -> Dominic Charles Belley, Vincent Dionne
[Intervener] Canadian Constitution Foundation -> Darryl A. Cruz, Brandon Kain, Kate Findlay, Brandon Siegal",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/15478/index.do
35364,R. v. Steele,"[Intervener] Attorney General of Canada -> Jeffrey G. Johnston
[Intervener] Attorney General of Ontario -> Leslie Paine, Michelle Campbell",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/14383/index.do
34930,R. v. Conception,"[Intervener] Attorney General of Canada -> Richard Kramer, Ginette Gobeil
[Intervener] Attorney General of Quebec -> Caroline Renaud, Dominique A. Jobin
[Intervener] Criminal Lawyers' Association of Ontario -> Jill R. Presser, Anita Szigeti, Joanna Weiss, Bernadette Saad
[Intervener] Mental Health Legal Committee -> Suzan E. Fraser, Mecedes Perez",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/14376/index.do
35372,R. v. Auclair,[Intervener] Attorney General of Alberta -> Jolaine Antonio,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/13426/index.do
34800,Vivendi Canada Inc. v. Dell’Aniello,"[Intervener] Alliance of Manufacturers & Exporters of Canada, carrying on business as Canadian Manufacturers & Exporters and Canadian Chamber of Commerce -> Michael A. Feder, Pierre-Jérôme Bouchard, Steven I. Sofer",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/13409/index.do
34763,Telecommunications Employees Association of Manitoba Inc. v. Manitoba Telecom Services Inc.,No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/13444/index.do
34819,Bernard v. Canada (Attorney General),"[Intervener] Attorney General of Ontario -> Robin K. Basu, Rochelle Fox, S. Zachary Green
[Intervener] Attorney General of British Columbia -> Karen A. Horsman, Keith Evans
[Intervener] Attorney General of Alberta -> Roderick Wiltshire
[Intervener] Public Service Alliance of Canada -> Andrew Raven, Andrew Astritis
[Intervener] Privacy Commissioner of Canada -> Eugene Meehan, Q.C., Marie-France Major, Louisa Garib, Patricia Kosseim, Kate Wilson
[Intervener] Canadian Association of Counsel to Employers -> Hugh J.D. McPhail, Q.C.
[Intervener] Canadian Civil Liberties Association -> Sean Dewart, Tim Gleason
[Intervener] Canadian Constitution Foundation -> Mark A. Gelowitz, Gerard J. Kennedy
[Intervener] Alberta Federation of Labour -> John R. Carpenter, Kara O'Halloran
[Intervener] Coalition of British Columbia Businesses and Merit Canada -> Simon Ruel, Andrea Zwack
[Intervener] Public Service Labour Relations Board -> John B. Laskin",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/13461/index.do
34824,R. v. Babos,No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/13487/index.do
35176,R. v. Hutchinson,"[Intervener] Canadian HIV/AIDS Legal Network and HIV & AIDS Legal Clinic Ontario -> Jonathan A. Shime, Wayne Cunningham, Ryan Peck",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/13511/index.do
35024,Canada (Attorney General) v. Whaling,"[Intervener] Attorney General of Ontario -> M. David Lepofsky
[Intervener] British Columbia Civil Liberties Association -> Michael Jackson, Q.C., Megan Vis-Dunbar, Joana Thackeray",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/13543/index.do
35586,"Reference re Supreme Court Act, ss. 5 and 6","[Intervener] Attorney General of Ontario -> Josh Hunter, Patrick J. Monahan
[Intervener] Attorney General of Quebec -> André Fauteux, Marise Visocchi, Jean-François Beaupré
[Intervener] Décary, Robert -> Sébastien Grammond, Jeffrey Haylock, Nicolas M. Rouleau
[Intervener] Alice Desjardins and Gilles Létourneau -> Sébastien Grammond
[Intervener] Galati, Rocco -> Rocco Galati
[Intervener] Canadian Association of Provincial Court Judges -> Sébastien Grammond
[Intervener] Constitutional Rights Centre Inc. -> Paul Slansky",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/13544/index.do
34788,Canada (Attorney General) v. Bedford,"[Intervener] Attorney General of Quebec -> Sylvain Leboeuf, Julie Dassylva
[Intervener] Pivot Legal Society, Downtown Eastside Sex Workers United Against Violence and PACE Society -> Katrina Pacey, Elin R.S. Sigurdson, Lisa C. Glowacki, M. Kathleen Kinch
[Intervener] Secretariat of the Joint United Nations Programme on HIV/AIDS -> Michael A. Feder, Tammy Shoranick
[Intervener] British Columbia Civil Liberties Association -> Brent B. Olthuis, Megan Vis-Dunbar, Stephanie McHugh
[Intervener] Evangelical Fellowship of Canada -> Georgialee A. Lang, Donald Hutchinson, Faye Sonier
[Intervener] Canadian HIV/AIDS Legal Network, British Columbia Centre for Excellence in HIV/AIDS and HIV & AIDS Legal Clinic Ontario -> Jonathan A. Shime, Megan Schwartzentruber
[Intervener] David Asper Centre for Constitutional Rights -> Joseph J. Arvay, Q.C., Cheryl Milne
[Intervener] Institut Simone de Beauvoir -> Walid Hijazi
[Intervener] AWCEP Asian Women for Equality Society, operating as Asian Women Coalition Ending Prostitution -> Gwendoline Allison, Christine Boyle, Q.C.
[Intervener] Aboriginal Legal Services of Toronto Inc. -> Christa Big Canoe, Emily Hill",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/13389/index.do
34687,R. v. Vu,"[Intervener] Attorney General of Ontario -> Michal Fairburn, Lisa Henderson
[Intervener] Attorney General of Alberta -> Jolaine Antonio
[Intervener] British Columbia Civil Liberties Association -> Gerald Chan, Nader R. Hasan
[Intervener] Canadian Civil Liberties Association -> David S. Rose, Allan Manson
[Intervener] Criminal Lawyers' Association (Ontario) -> John M. Rosen, Paul J.I. Alexander",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/13327/index.do
34890,"Alberta (Information and Privacy Commissioner) v. United Food and Commercial Workers, Local 401","[Intervener] Information and Privacy Commissioner -> Glenn Solomon, Q.C., Rob W. Armstrong
[Intervener] Attorney General of Canada -> Sean Gaudet
[Intervener] Attorney General of Ontario -> Rochelle Fox, Sara Weinrib
[Intervener] Privacy Commissioner of Canada -> Mahmud Jamal, Patricia Kosseim, Kirk Shannon
[Intervener] Canadian Civil Liberties Association -> Patricia D.S. Jackson, Sarah Whitmore
[Intervener] British Columbia Civil Liberties Association -> Lindsay M. Lyster, Jessica Derynck
[Intervener] Information and Privacy Commissioner of Ontario -> William S. Challis
[Intervener] Coalition of British Columbia Businesses and Merit Canada -> Andrea L. Zwack, Simon Ruel
[Intervener] Information and Privacy Commissioner of British Columbia -> Nitya Iyer
[Intervener] Alberta Federation of Labour -> David Williams, Kristan McLeod",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/13334/index.do
34699,"La Souveraine, Compagnie d’assurance générale v. Autorité des marchés financiers",No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/13341/index.do
34501,Amaratunga v. Northwest Atlantic Fisheries Organization,"[Intervener] Canadian Civil Liberties Association -> Christopher D. Bredt, Heather K. Pessione, Ewa Krajewska",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/13364/index.do
34621,Wood v. Schaeffer,"[Intervener] Canadian Civil Liberties Association -> Wendy J. Wagner, Ryan W. Kennedy
[Intervener] British Columbia Civil Liberties Association -> Andrew I. Nathanson, Gavin R. Cameron
[Intervener] Aboriginal Legal Services of Toronto Inc. -> Christa Big Canoe, Emily Hill
[Intervener] Criminal Lawyers' Association (Ontario) -> Howard L. Krongold, Marie-France Major
[Intervener] Richard Rosenthal, Chief Civilian Director of the Independent Investigations Office of British Columbia -> Marian K. Brown, Marie-France Major
[Intervener] Urban Alliance on Race Relations -> Maureen Whelton, Neil Wilson
[Intervener] Canadian Police Association and Police Association of Ontario -> David B. Butt",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/13388/index.do
34609,Mission Institution v. Khela,"[Intervener] Canadian Association of Elizabeth Fry Societies and John Howard Society of Canada -> Allan Manson, Elizabeth Thomas
[Intervener] Canadian Civil Liberties Association -> D. Lynne Watt, Matthew S. Eastbrooks
[Intervener] British Columbia Civil Liberties Association -> Michael Jackson, Q.C., Joana G. Thackeray",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/13562/index.do
35052,Martin v. Alberta (Workers’ Compensation Board),"[Intervener] Workers' Compensation Board of British Columbia -> Laurel M. Courtenay, Scott A. Nielsen
[Intervener] Commission de la santé et de la sécurité du travail -> Pierre Michel Lajeunesse, Lucille Giard
[Intervener] Workers' Compensation Board of Nova Scotia -> Roderick (Rory) H. Rogers, Q.C., Madeleine F. Hearns, Scott R. Campbell",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/13563/index.do
35339,R. v. Summers,"[Intervener] Directeur des poursuites criminelles et pénales du Québec -> Dennis Galiatsatos
[Intervener] John Howard Society of Canada -> Andrew S. Faith, Jeffrey Haylock
[Intervener] British Columbia Civil Liberties Association -> Ryan D.W. Dalziel, Anne Amos-Stewart
[Intervener] Criminal Lawyers' Association of Ontario -> Russell Silverstein, Ingrid Grant
[Intervener] Canadian Civil Liberties Association -> Jasmine T. Akbarali, Josh Koziebrocki",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/13586/index.do
34920,"United Food and Commercial Workers, Local 503 v. Wal‑Mart Canada Corp.","[Intervener] Conseil du patronat du Québec inc. -> Ronald J. McRobie, Dominique Monet
[Intervener] Alliance of Manufacturers & Exporters Canada, also known as Canadian Manufacturers & Exporters -> George Avraam, Mark Mendl, Cherrine Chow
[Intervener] Canadian Association of Counsel to Employers -> Stephen F. Penney, Stewart McKelvey, Grant G. Machum
[Intervener] Confédération des syndicats nationaux -> Émilie Duchesne, Éric Lévesque, Isabelle Lanson, Karim Lebnan",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/14247/index.do
35390,R. v. Quesnelle,"[Intervener] Attorney General of Alberta -> Maureen McGuire
[Intervener] Canadian Association of Chiefs of Police -> Vincent Westwick, Christiane Huneault, Philip Wright
[Intervener] Criminal Lawyers' Association of Ontario -> Jonathan Dawe, Michael Dineen
[Intervener] Barbra Schlifer Commemorative Clinic -> Susan M. Chapman, Joanna Birenbaum, Janet MacEachern",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/14272/index.do
35609,R. v. Taylor,"[Intervener] Director of Public Prosecutions of Canada -> Nicholas E. Devlin
[Intervener] Attorney General of Ontario -> Frank Au
[Intervener] Canadian Civil Liberties Association -> David Rose",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/14276/index.do
34986,Tsilhqot’in Nation v. British Columbia,"[Intervener] Attorney General of Quebec -> Alain Gingras, Sylvain Leboeuf, Hubert Noreau-Simpson
[Intervener] Attorney General of Manitoba -> Heather Leonoff, Q.C., Charles Murray
[Intervener] Attorney General of Saskatchewan -> P. Mitch McAdam, Q.C., Sonia Eggerman
[Intervener] Attorney General of Alberta -> Sandra Folkins
[Intervener] Te'mexw Treaty Association -> Robert J.M. Janes, Karey Brooks
[Intervener] Business Council of British Columbia, Council of Forest Industries, Coast Forest Products Association, Mining Association of British Columbia and Association for Mineral Exploration British Columbia -> Charles F. Willms, Kevin O'Callaghan
[Intervener] Assembly of First Nations -> Joseph J. Arvay, Q.C., Catherine J. Boies Parker, Patrick Macklem
[Intervener] Gitanyow Hereditary Chiefs of Gwass Hlaam, Gamlaxyeltxw, Malii, Gwinuu, Haizimsque, Watakhayetsxw, Luuxhon and Wii'litswx, on their own behalf and on behalf all Gitanyow -> Peter R. Grant, Michael Lee Ross, Diane Soroka
[Intervener] Hul'qumi'num Treaty Group -> Robert B. Morales, Renée Racette
[Intervener] Council of the Haida Nation -> Terri-Lynn Williams-Davidson, Louise Mandell, Q.C., Stuart Rush, Q.C., Michael Jackson, Q.C., David Paterson
[Intervener] Office of the Wet'suwet'in Chiefs -> Peter R. Grant, Diane Soroka
[Intervener] Indigenous Bar Association in Canada -> David C. Nahwegahbow, Guy Régimbald
[Intervener] First Nations Summit -> Maria Morellato, Q.C., Cheryl Sharvit, Stacey Edzerza-Fox
[Intervener] Tsawout First Nation, Tsartlip First Nation, Snuneymuxw First Nation and Kwakiutl First Nation -> John W. Gailus, Christopher G. Devlin
[Intervener] Coalition of Union of B.C. Indian Chiefs -> Louise Mandell, Q.C., Ardith Walkem, Michael Jackson, Q.C., Nicole Schabus
[Intervener] Okanagan Nation Alliance and the Shuswap Nation Tribal Council and their member communities, Okanagan, Adams Lake, Neskonlith and Splatsin Indian Bands -> Louise Mandell, Q.C.
[Intervener] Amnesty International and Canadian Friends Service Committee -> Justin Safayeni, Paul Joffe
[Intervener] Gitxaala Nation -> Tim  A. Dickson
[Intervener] Chilko Resorts and Community Association and Council of Canadians -> Gregory J. McDade, Q.C., F. Matthew Kirchner, Kate M. Bloomfield",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/14246/index.do
35132,R. v. Mian,[Intervener] Attorney General of Alberta -> Jolaine Antonio,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/14351/index.do
35093,R. v. Mack,"[Intervener] Attorney General of Ontario -> Michael Bernstein
[Intervener] Attorney General for the Province of British Columbia -> Lesley A. Ruzicka",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/14355/index.do
35315,Trial Lawyers Association of British Columbia v. British Columbia (Attorney General),"[Intervener] West Coast Women's Legal Education and Action Fund -> Francesca V. Marzari, Kasari Govender
[Intervener] Attorney General of Canada -> Alain Prefontaine
[Intervener] Attorney General of Ontario -> Shannon Chase, Sara Weinrib, Rochelle Fox, Padraic Ryan
[Intervener] Attorney General of Quebec -> Alain Gingras, Dana Pescarus
[Intervener] Attorney General of Alberta -> Donald Padget
[Intervener] Advocates' Society -> Joseph J. Arvay, Q.C., Tim Dickson, Kelly D. Jordan
[Intervener] David Asper Centre for Constitutional Rights -> Cheryl Milne, Paul Schabas",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/14375/index.do
35049,R. v. Hart,"[Intervener] Director of Public Prosecutions -> James C. Martin, Natasha A. Thiessen
[Intervener] Attorney General of Ontario -> Michael Bernstein
[Intervener] Directeur des poursuites criminelles et pénales du Québec -> Pierre L. Bienvenue
[Intervener] Attorney General for the Province of British Columbia -> Lesley A. Ruzicka
[Intervener] Association in Defence of the Wrongly Convicted -> Russell Silverstein, Michael Dineen
[Intervener] British Columbia Civil Liberties Association -> E. David Crossin, Q.C., Elizabeth France
[Intervener] Criminal Lawyers' Association of Ontario -> R. Philip Campbell, Jonathan Dawe
[Intervener] Canadian Civil Liberties Association -> Frank Addario, Megan Savard
[Intervener] Association des avocats de la défense de Montréal -> François Dadour, Haroutioun Haladjian",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/14301/index.do
35807,Canadian Imperial Bank of Commerce v. Green,"[Intervener] Canadian Foundation for Advancement of Investor Rights -> Margaret L. Waddell, Denise Cooney
[Intervener] Shareholder Association for Research and Education -> Joseph Groia, Bonnie Roberts Jones
[Intervener] Ontario Securities Commission -> Anna Perschy, Amanda Heydon
[Intervener] Insurance Bureau of Canada -> Alan L.W. D'Silva, Sinzianna R. Henning, Daniel S. Murdoch",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/15653/index.do
34644,R. v. Spencer,"[Intervener] Director of Public Prosecutions -> Ronald C. Reimer, David Schermbrucker
[Intervener] Attorney General of Ontario -> Susan Magotiaux, Allison Dellandrea
[Intervener] Attorney General of Alberta -> Jolaine Antonio
[Intervener] Privacy Commissioner of Canada -> Mahmud Jamal, Patricia Kosseim, Daniel Caron, Sarah Speevak
[Intervener] Canadian Civil Liberties Association -> Anil K. Kapoor, Lindsay L. Daviau
[Intervener] Criminal Lawyers' Association of Ontario -> Jill R. Presser, Jonathan Dawe",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/14233/index.do
35246,R. v. Anderson,"[Intervener] Director of Public Prosecutions of Canada -> David W. Schermbrucker
[Intervener] Attorney General of Ontario -> Philip Perlmutter, Laura Bolton
[Intervener] Attorney General of New Brunswick -> Kathryn Gregory
[Intervener] Attorney General of British Columbia -> Trevor Shaw, Joyce DeWitt-Van Oosten, Q.C.
[Intervener] David Asper Centre for Constitutional Rights and University of Toronto Faculty of Law -> Kent Roach, Cheryl Milne
[Intervener] Aboriginal Legal Services of Toronto Inc. -> Jonathan Rudin, Emily Hill",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/14222/index.do
35487,R. v. Clarke,No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/13588/index.do
